date,daily_return,fund
2022-09-06,-0.0031770677241635776,combined_min_variance
2022-09-07,0.016318944374848394,combined_min_variance
2022-09-08,0.0037974529141008347,combined_min_variance
2022-09-09,0.012835271625427667,combined_min_variance
2022-09-12,0.008916028029780185,combined_min_variance
2022-09-13,-0.0357129753880792,combined_min_variance
2022-09-14,0.0034881622994578088,combined_min_variance
2022-09-15,-0.015250320307650654,combined_min_variance
2022-09-16,-0.005550726181128705,combined_min_variance
2022-09-19,0.005522546447565342,combined_min_variance
2022-09-20,-0.01519869561306934,combined_min_variance
2022-09-21,-0.016822090528231547,combined_min_variance
2022-09-22,-0.005307147878714348,combined_min_variance
2022-09-23,-0.020601171488964135,combined_min_variance
2022-09-26,-0.015352162201316936,combined_min_variance
2022-09-27,-0.005610603006327269,combined_min_variance
2022-09-28,0.0206196948993881,combined_min_variance
2022-09-29,-0.01898743649889116,combined_min_variance
2022-09-30,-0.014888937025587707,combined_min_variance
2022-10-03,0.028628117838314995,combined_min_variance
2022-10-04,0.023323996345401214,combined_min_variance
2022-10-05,-0.00778074939313517,combined_min_variance
2022-10-06,-0.015217142217365913,combined_min_variance
2022-10-07,-0.019110518706044317,combined_min_variance
2022-10-10,-0.0014158600229254325,combined_min_variance
2022-10-11,0.0017417636984868685,combined_min_variance
2022-10-12,-0.009771053419742555,combined_min_variance
2022-10-13,0.026306948702211255,combined_min_variance
2022-10-14,-0.014186119723808469,combined_min_variance
2022-10-17,0.017435174619429908,combined_min_variance
2022-10-18,0.012935415036349417,combined_min_variance
2022-10-19,-0.011022727454706407,combined_min_variance
2022-10-20,-0.005576465889998378,combined_min_variance
2022-10-21,0.019958640967881264,combined_min_variance
2022-10-24,0.011188182218367345,combined_min_variance
2022-10-25,0.013827342228477372,combined_min_variance
2022-10-26,0.009213406968552471,combined_min_variance
2022-10-27,0.0003358108207747155,combined_min_variance
2022-10-28,0.023263580558904387,combined_min_variance
2022-10-31,-0.006614990298653464,combined_min_variance
2022-11-01,0.00035081955778960415,combined_min_variance
2022-11-02,-0.0160713402785342,combined_min_variance
2022-11-03,-0.0034644631015537794,combined_min_variance
2022-11-04,0.013080169256377061,combined_min_variance
2022-11-07,0.003943166645452696,combined_min_variance
2022-11-08,0.00742663777782281,combined_min_variance
2022-11-09,-0.015611905436803313,combined_min_variance
2022-11-10,0.03751148312396213,combined_min_variance
2022-11-11,0.0025429920777948144,combined_min_variance
2022-11-14,-0.00916667251341966,combined_min_variance
2022-11-15,0.007746575722795639,combined_min_variance
2022-11-16,-0.003020274263941536,combined_min_variance
2022-11-17,-0.002720057222359318,combined_min_variance
2022-11-18,0.00847397431375446,combined_min_variance
2022-11-21,0.0037931033265937533,combined_min_variance
2022-11-22,0.01124451417159618,combined_min_variance
2022-11-23,0.002883243249845242,combined_min_variance
2022-11-25,0.0026252978786645517,combined_min_variance
2022-11-28,-0.015109828185828306,combined_min_variance
2022-11-29,0.003387385409058223,combined_min_variance
2022-11-30,0.019789966050933673,combined_min_variance
2022-12-01,0.00044715928004893666,combined_min_variance
2022-12-02,0.0012779740348274962,combined_min_variance
2022-12-05,-0.014657657745089626,combined_min_variance
2022-12-06,-0.007616619264147739,combined_min_variance
2022-12-07,0.0012656576942790317,combined_min_variance
2022-12-08,0.004489290173715339,combined_min_variance
2022-12-09,-0.01023286499210629,combined_min_variance
2022-12-12,0.014264647520852429,combined_min_variance
2022-12-13,0.00645866370905193,combined_min_variance
2022-12-14,-0.006072939313251063,combined_min_variance
2022-12-15,-0.016762928887494373,combined_min_variance
2022-12-16,-0.009012111964949318,combined_min_variance
2022-12-19,-0.004324439186769259,combined_min_variance
2022-12-20,0.0022997165881337156,combined_min_variance
2022-12-21,0.013077478980654693,combined_min_variance
2022-12-22,-0.006198384964695464,combined_min_variance
2022-12-23,0.0075796856747686065,combined_min_variance
2022-12-27,0.0032950433682995316,combined_min_variance
2022-12-28,-0.011662693579771078,combined_min_variance
2022-12-29,0.010206078813971441,combined_min_variance
2022-12-30,-0.0026322740894872097,combined_min_variance
2023-01-03,0.0042496359101185975,combined_min_variance
2023-01-04,0.012324013088611932,combined_min_variance
2023-01-05,-0.005271632129226874,combined_min_variance
2023-01-06,0.0194089466565929,combined_min_variance
2023-01-09,-0.007277189093117698,combined_min_variance
2023-01-10,0.004552399500680127,combined_min_variance
2023-01-11,0.005719404097336759,combined_min_variance
2023-01-12,5.1125880286412946e-05,combined_min_variance
2023-01-13,0.0022880650033344444,combined_min_variance
2023-01-17,-0.00661914027781068,combined_min_variance
2023-01-18,-0.018911014741021477,combined_min_variance
2023-01-19,-0.00419921839007135,combined_min_variance
2023-01-20,0.009888471669123966,combined_min_variance
2023-01-23,0.003366284175958493,combined_min_variance
2023-01-24,-0.0020070533213725358,combined_min_variance
2023-01-25,0.0020894373152183865,combined_min_variance
2023-01-26,0.0015316175247707632,combined_min_variance
2023-01-27,-0.0025670556745923567,combined_min_variance
2023-01-30,-0.005182615365092673,combined_min_variance
2023-01-31,0.010367192680376443,combined_min_variance
2023-02-01,-0.0038382036907644856,combined_min_variance
2023-02-02,-0.006637348802091198,combined_min_variance
2023-02-03,-0.010902750250814252,combined_min_variance
2023-02-06,-0.0013046018956439061,combined_min_variance
2023-02-07,0.00562708259888349,combined_min_variance
2023-02-08,-0.009534456688720976,combined_min_variance
2023-02-09,-0.007329138588215984,combined_min_variance
2023-02-10,0.012810878759374617,combined_min_variance
2023-02-13,0.007317900029157021,combined_min_variance
2023-02-14,-0.006775943200979423,combined_min_variance
2023-02-15,0.0002268376790221906,combined_min_variance
2023-02-16,-0.010429898783603536,combined_min_variance
2023-02-17,0.005859563426050558,combined_min_variance
2023-02-21,-0.011301232133067732,combined_min_variance
2023-02-22,-0.0059143478970253745,combined_min_variance
